path,airport,language,name,shortDesc,category,type,terminal,level,lat,long,locationId,squareImage,banner,,,
,klia2,en,Hot Wok,"Hot Wok is about flavour, tastes, and essence imparted during the stir frying process",Restaurant,location,,3,2.739219,101.687981,chij-zh_oeu_zterbdcq1el0ymw,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Hotwok\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Hotwok\/Banner (FILEminimizer).jpg,,,
,klia2,en,CREPE Hot & Roll,"Hot & Roll (Official) prides itself in offering tasty and wholesome wraps to people who are constantly on-the-run, providing them with a convenient source of energy at affordable prices.",Restaurant,location,,3,2.743646,101.686447,,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/Hot&Roll\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/Hot&Roll\/Banner (FILEminimizer).jpg,,,
,klia2,en,Toast Box,"Toast Box is committed to infuse passion, fun and vibrancy to create a new lifestyle experience for our customers",Restaurant,location,,3,2.73934,101.688285,ChIJgx1eSOu_zTERPfdyRUhdMrQ,klia2\\Satellite Building\\Level 3\\Shop&Dine\\Toast Box\\Square (FILEminimizer).jpg,klia2\\Satellite Building\\Level 3\\Shop&Dine\\Toast Box\\Banner (FILEminimizer).jpg,,,
,klia2,en,Noodle & Yong Tau Foo,"There is nothing better to silence hunger pangs, than a steaming bowl of noodles.",Restaurant,location,,3,2.73915,101.687989,chij971coeu_zterfk73iyssn00,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Noodle & Yong Tau Foo\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Noodle & Yong Tau Foo\/Banner (FILEminimizer).jpg,,,
,klia2,en,The Bar,Come by TheBar and relax prior to your flight,Restaurant,location,,3,2.739393,101.688754,chijs-wet-u_zter64yj8qfkwwo,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/The Bar\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/The Bar\/Banner (FILEminimizer).jpg,,,
,klia2,en,Taste of India,Enjoy the most authentic Indian cuisine and fall in love with the exotic spices which create distinct and individual flavor for every dish.,Restaurant,location,,3,2.739077,101.688071,chij2xjqsou_zteryhd2ilbgrzo,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Taste of India\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Taste of India\/Banner (FILEminimizer).jpg,,,
,klia2,en,Bar Metropole,"Bar Metropole is an in-house brand developed in collaboration with Grey Goose, as an exciting outlet serving alcoholic and non-alcoholic beverages including fine wines, international cocktails and mock tails, imported beers and lagers and a superb collection of some of the finest scotches available",Restaurant,location,,3,2.740248,101.688182,chij0z9mxjs_zterjl2mgzmr314,\/assets\/images\/klia2\/Skybridge\/Shop&Dine\/Bar Metropole\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Skybridge\/Shop&Dine\/Bar Metropole\/Banner (FILEminimizer).jpg,,,
,klia2,en,Burger King,"Home to the best-selling Whopper, the brand's signature burger, Burger King offers a hearty meal if you're looking for a quick bite",Restaurant,location,,3,2.738984,101.688404,chij3xavqou_ztergllm08rszma,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Burger King\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Burger King\/Banner (FILEminimizer).jpg,,,
,klia2,en,Wincaa bubble tea,Our Chef's recommended menu is the Chicken Burger. It is made from steamed soft bun stuffed with home-made crispy chicken fillet and serve with sauces.,Restaurant,location,,3,2.743753,101.686659,,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/Wincaa bubble tea\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/Wincaa bubble tea\/Banner (FILEminimizer).jpg,,,
,klia2,en,Popeyes Chicken,"Founded in 1972, Popeyes® owes its beginnings to entrepreneur and culinary innovator, Al Copeland. With one small restaurant and a big idea, Copeland introduced the New Orleans–style fried chicken that has now made the brand famous throughout the world.",Restaurant,location,,3,2.739247,101.688977,chij52jjt-u_zter365o3qeto6k,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Popeyes\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Popeyes\/Banner (FILEminimizer).jpg,,,
,klia2,en,Bumbu Desa,Bumbu Desa is the epitome of authentic Indonesian cuisine.,Restaurant,location,,3,2.743633,101.686755,chijy_2i4zw_zter8bphslpec2a,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/Bumbu Desa\/square (FILEminimizer).jpg,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/Bumbu Desa\/Banner (FILEminimizer).jpg,,,
,klia2,en,McDonald's,"McDonald's at klia2 offers all your favourites such as the Big Mac, Cheeseburgers, chicken burgers, Filet-O-Fish and Quarter Pounders",Restaurant,location,,3,2.739137,101.68881,chij44fvv5w_zterjok9pfvvdvw,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/McDonald's\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/McDonald's\/Banner (FILEminimizer).jpg,,,
,klia2,en,The Chicken Rice Shop,"As our name suggests, \""The Chicken Rice Shop\"" serves traditionally prepared steamed, roasted, honey barbecued or braised chicken as its signature products",Restaurant,location,,3,2.738953,101.688157,chijhqvssou_ztercynaijqlf8q,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/The Chicken Rice Shop\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/The Chicken Rice Shop\/Banner (FILEminimizer).jpg,,,
,klia2,en,Beverage Station,All of our drinks are prepared with care and you in mind. There's something for everyone using our locally sourced ingredients.,Restaurant,location,,3,2.739238,101.688177,chijea5roou_zterbuuozbum21g,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Beverage Station\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 3\/Shop&Dine\/Beverage Station\/Banner (FILEminimizer).jpg,,,
,klia2,en,Bibik Heritage,Bibik Heritage is an authentic Peranakan concept featuring a restaurant complemented by the fashions and accessories at Bibik Closet and local delicacies at Baba Bar.,Restaurant,location,,3,2.743248,101.685926,chijt3nzrjw_ztera1caywt_7xo,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/BIBIK HERITAGE\/SQUARE (FILEminimizer).jpg,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/BIBIK HERITAGE\/BANNER (FILEminimizer).jpg,,,
,klia2,en,Marrybrown,"Marrybrown's menu features a wide variety of halal meals such as crispy juicy fried chicken, delicious burgers, specialty wraps, fabulous seafood and rice delicacies",Restaurant,location,,3,2.743695,101.686539,,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/MarryBrown\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/MarryBrown\/Banner (FILEminimizer).jpg,,,
,klia2,en,Starbucks Coffee,"If you are looking for a fresh, richly-brewed cup of Italian-style coffee, look no further than Starbucks",Restaurant,location,,3,2.743449,101.686223,chij061nwjw_ztern3n6venwiso,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/Starbucks\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/Starbucks\/Banner (FILEminimizer).jpg,,,
,klia2,en,Tampopo Express,"Tampopo literally means Dandelion in Japanese, a strong and resilient flower that spreads and flourishes even in tough environment. Inspired by the characters of dandelion, Tampopo believes in using the best quality ingredients from Japan, spreading and sharing the culture of Japan and its food to our customers.",Restaurant,location,,3,2.743763,101.686428,ChIJ6crPL5e_zTERH6VjRIRwLpw,klia2\\Departure Level (Level 3)\\Shop & Dine\\tampopo express\\square (FILEminimizer).jpg,klia2\\Departure Level (Level 3)\\Shop & Dine\\tampopo express\\Banner (FILEminimizer).jpg,,,
,klia2,en,Kentucky Fried Chicken,"There's only one name that comes to mind when people think of crispy, mouth-watering fried chicken - KFC.",Restaurant,location,,3,2.743552,101.686808,chij9wkucpa_ztersjbmqfjp07a,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/KFC\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/KFC\/banner (FILEminimizer).jpg,,,
,klia2,en,Soul Chicken,"We offer original tastes of Korean fried chicken and some all-time Korean favourites like Kimchi Fried Rice, Chicken Bulgogi, and Korean Spicy Ramyoen.",Restaurant,location,,3,2.743126,101.68578,,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/SOUL CHICKEN\/SQUARE (FILEminimizer).jpg,\/assets\/images\/klia2\/Departure Level (Level 3)\/Shop & Dine\/SOUL CHICKEN\/BANNER (FILEminimizer).jpg,,,
,klia2,en,L012,Boarding Gate L12,Boarding Gate,location,,2,2.740501,101.684164,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L016,Boarding Gate L16,Boarding Gate,location,,2,2.740035,101.683473,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L001,Boarding Gate L1,Boarding Gate,location,,2,2.741421,101.685043,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L010,Boarding Gate L10,Boarding Gate,location,,2,2.740716,101.68449,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L003,Boarding Gate L3,Boarding Gate,location,,2,2.741145,101.684641,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L014,Boarding Gate L14,Boarding Gate,location,,2,2.740264,101.683815,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L020,Boarding Gate L20,Boarding Gate,location,,2,2.7395,101.682498,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L006,Boarding Gate L6,Boarding Gate,location,,2,2.741111,101.685038,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L009,Boarding Gate L9,Boarding Gate,location,,2,2.740606,101.683836,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L004,Boarding Gate L4,Boarding Gate,location,,2,2.741555,101.685553,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L013,Boarding Gate L13,Boarding Gate,location,,2,2.740094,101.683093,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L002,Boarding Gate L2,Boarding Gate,location,,2,2.741559,101.685689,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L008,Boarding Gate L8,Boarding Gate,location,,2,2.741013,101.684852,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L007,Boarding Gate L7,Boarding Gate,location,,2,2.740887,101.684232,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L022,Boarding Gate L22,Boarding Gate,location,,2,2.739497,101.682439,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L018,Boarding Gate L18,Boarding Gate,location,,2,2.739806,101.683106,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L011,Boarding Gate L11,Boarding Gate,location,,2,2.74042,101.683563,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,L005,Boarding Gate L5,Boarding Gate,location,,2,2.741029,101.684492,,\/assets\/images\/BoardingGate.jpg,\/assets\/images\/BoardingGateBanner.jpg,,,
,klia2,en,Air Asia Baggage Enquiries (Domestic),The Lost & Found centre at the klia2 will store items that are found within the airport terminal vicinity (excluding missing checked-in baggage and items lost in aircraft).,Lost & Found Center,location,,2,2.743392,101.687136,,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Services\/Lost & Found\/AirAsia Baggage Enquiries Domestic\/Baggage Enquiries Domestic- square (FILEminimizer).jpg,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Services\/Lost & Found\/AirAsia Baggage Enquiries Domestic\/Baggage Enquiries Domestic-Banner (FILEminimizer).jpg,,,
,klia2,en,Pos Aviation Lost & Found (Baggage Service Offices),We offer systematic baggage tracing and management through World Tracer System to ensure efficient delivery of baggage to passengers,Lost & Found Center,location,,2,2.74229,101.685758,,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Services\/Lost & Found\/Pos Aviation Lost & Found\/Pos Aviation Lost & Found- square (FILEminimizer).jpg,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Services\/Lost & Found\/Pos Aviation Lost & Found\/Pos Aviation Lost & Found-banner (FILEminimizer).jpg,,,
,klia2,en,Air Asia Baggage Enquiries (International),The Lost & Found centre at the klia2 will store items that are found within the airport terminal vicinity (excluding missing checked-in baggage and items lost in aircraft).,Lost & Found Center,location,,2,2.742267,101.685771,,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Services\/Lost & Found\/AirAsia Baggage Enquiries International\/Baggage Enquiries International-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Services\/Lost & Found\/AirAsia Baggage Enquiries International\/Baggage Enquiries International-banner (FILEminimizer).jpg,,,
,klia,en,Trolly Nest L&M,,Trolly Nest,location,MTB,5,2.753655,101.703958,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest Domestic Departure,,Trolly Nest,location,MTB,5,2.754249,101.705677,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolly Nest A&B,,Trolly Nest,location,MTB,5,2.754624,101.705395,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolly Nest J&K,,Trolly Nest,location,MTB,5,2.753849,101.704247,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia2,en,洗手间（女）,"我们的洗手间所在位置便利,临近彼此及出境\/入境口。",Toilet,location,,,2.743436,101.688232,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia,en,Eraman 免税店 （东East）,无论您是在寻找香烟和雪茄、还是葡萄酒和烈酒，一切尽在Eraman！,Shopping,location,STB,M,2.748094,101.714098,,\/assets\/Images\/Satellite Building Passenger (Level 1)\/Shop And Dine\/Eraman Duty free East\/Square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building Passenger (Level 1)\/Shop And Dine\/Eraman Duty free East\/Banner (FILEminimizer).jpg,,,
,klia2,en,Mamak,"If you need a good curry in a hurry, curries here are abundant with spices and aromatics. Eat it with their crispy fried chicken, mixed with some Ayam Madu gravy; for a treat to your taste buds.",Restaurant,location,,3.5,2.742876,101.686606,,\/assets\/images\/klia2\/Departure Level (3A)\/Shop&Dine\/MAMAK\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Departure Level (3A)\/Shop&Dine\/MAMAK\/Banner (FILEminimizer).jpg,,,
,klia2,en,Nööödles,"With a feast that will definitely please your taste buds, all of Nööödles' dishes are halal, and free from MSG and boric acid. The restaurant uses traditional recipes from Taiwan, Hong Kong and Thailand as well local staples. Travellers who are longing for a comforting meal should try a steaming bowl of noodles at Nööödles!",Restaurant,location,,3.5,2.742646,101.686289,,\/assets\/images\/klia2\/Departure Level (3A)\/Shop&Dine\/Noodles\/Noodles - square (FILEminimizer) .jpg,\/assets\/images\/klia2\/Departure Level (3A)\/Shop&Dine\/Noodles\/Noodles-Banner (FILEminimizer) .jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,3.5,2.742728,101.687006,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,3.5,2.742841,101.687023,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,3a,2.742788,101.68697,,"Amenities\\Toilets (Male, Female, Handicapped)\\MaleSquare (FILEminimizer).jpg","Amenities\\Toilets (Male, Female, Handicapped)\\MaleBanner (FILEminimizer).jpg",,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,3.5,2.74284,101.686931,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,3.5,2.742788,101.68697,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,"\/assets\/images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia2,en,Prayer Room (Male),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,3.5,2.743022,101.686903,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Female),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,3.5,2.742968,101.686972,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Nappy Change/Baby Changing Room,"Our Baby Care rooms are perfectly equipped to help you take care of your precious little tots. The rooms are equipped with a baby bed, a chair and a wash-basin.",Baby Care Room,location,,3.5,2.742802,101.687049,,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-banner (FILEminimizer).jpg,,,
,klia2,en,shop,"To help you make the best use of your time, we offer various services to check you in and let you be on your way to your destination.",Self Check-In Kiosk,location,,3,2.743351,101.686352,,\/assets\/images\/klia2\/Departure Level (Level 3)\/Traveller\/self-check-in-kiosks\/Seld check in - square (FILEminimizer).jpg,\/assets\/images\/klia2\/Departure Level (Level 3)\/Traveller\/self-check-in-kiosks\/Self check in - Banner (FILEminimizer).jpg,,,
,klia2,en,W04,W,Check-In Counter,location,MTB,3,2.742894,101.686041,,\/assets\/images\/CheckInCounter.jpg,\/assets\/images\/CheckInCounterBanner.jpg,,,
,klia2,en,T03,T,Check-In Counter,location,MTB,3,2.743311,101.686686,,\/assets\/images\/CheckInCounter.jpg,\/assets\/images\/CheckInCounterBanner.jpg,,,
,klia2,en,T16,T,Check-In Counter,location,MTB,3,2.743311,101.686686,,\/assets\/images\/CheckInCounter.jpg,\/assets\/images\/CheckInCounterBanner.jpg,,,
,klia2,en,S11,S,Check-In Counter,location,MTB,3,2.743344,101.686712,,\/assets\/images\/CheckInCounter.jpg,\/assets\/images\/CheckInCounterBanner.jpg,,,
